Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type,Soil_Type,Wilderness_Area,Hillshade
3419,2314,237,17,390,20,1242,815,4,2,4,Noon
3420,2325,266,24,379,31,1218,785,4,2,4,3pm
3421,2355,253,17,365,61,1172,726,4,6,4,9am
3422,2360,143,18,361,66,1149,696,4,6,4,Noon
3423,2323,121,35,361,29,1104,636,4,3,4,3pm
3424,2308,129,30,365,14,1082,607,4,3,4,9am
3425,2291,177,17,379,-2,1040,547,4,3,4,Noon
3426,2322,246,21,350,209,977,459,4,3,4,3pm
3427,2331,185,15,324,218,957,430,4,6,4,9am
3428,2304,117,41,277,193,918,371,4,3,4,Noon
3429,2278,115,43,255,167,900,342,4,3,4,3pm
3430,2253,117,41,234,149,882,313,4,3,4,9am
3431,2216,122,33,192,116,849,256,4,3,4,Noon
3432,2199,122,31,170,99,834,228,4,3,4,3pm
3433,2185,121,28,150,85,819,201,4,3,4,9am
3434,2159,125,25,124,59,792,150,4,3,4,Noon
3435,2124,128,29,85,37,759,95,4,3,4,3pm
3436,2110,113,30,60,32,750,90,4,3,4,9am
3437,2078,85,13,0,0,735,108,4,3,4,Noon
3438,2165,305,29,175,97,720,285,3,10,4,3pm
3439,2233,326,26,319,162,735,459,3,10,4,9am
3440,2239,329,25,342,175,742,488,3,10,4,Noon
3441,2217,68,18,30,-11,930,967,4,5,4,3pm
3442,2139,83,24,0,0,750,789,4,5,4,9am
3443,2106,148,21,30,3,630,671,3,6,4,Noon
3444,2008,21,3,0,0,270,323,4,14,4,3pm
3445,2011,8,15,30,2,240,295,4,14,4,9am
3446,2006,35,23,30,2,210,268,4,14,4,Noon
3447,3236,228,11,150,15,3854,2681,7,23,1,3pm
3448,2897,54,10,612,147,1490,888,2,32,3,9am
3449,2833,106,20,446,82,1634,684,5,13,3,Noon
3450,2905,183,16,108,13,256,939,5,33,3,3pm
3451,2899,154,18,150,15,313,967,5,33,3,9am
3452,2885,153,18,124,30,350,1015,5,13,3,Noon
3453,2880,170,19,120,25,366,1032,5,13,3,3pm
3454,2881,175,21,120,26,384,1050,5,13,3,9am
3455,2869,124,22,150,46,644,1276,5,13,3,Noon
3456,2376,249,24,497,16,268,750,3,10,4,3pm
3457,2149,68,9,0,0,916,819,4,14,4,9am
3458,2151,349,12,30,1,932,808,4,14,4,Noon
3459,2267,335,27,212,155,738,234,3,10,4,3pm
3460,2287,347,35,268,178,684,180,3,10,4,9am
3461,2104,134,15,0,0,1380,859,4,1,4,Noon
3462,2103,25,4,0,0,1381,853,4,1,4,3pm
3463,2102,31,14,30,-2,1383,849,4,17,4,9am
3464,2095,8,9,30,-3,1385,845,4,17,4,Noon
3465,2101,268,18,0,0,1388,842,4,17,4,3pm
3466,2093,16,6,0,0,1406,842,4,17,4,9am
3467,2256,301,28,330,181,1505,926,3,10,4,Noon
3468,2328,91,16,492,34,1381,967,4,2,4,3pm
3469,2305,119,18,458,11,1332,908,4,2,4,9am
3470,2298,126,29,395,4,1103,612,4,3,4,Noon
3471,2287,141,22,400,167,1082,582,4,3,4,3pm
3472,2320,229,20,324,207,999,466,4,3,4,9am
3473,2319,160,22,309,206,979,437,4,6,4,Noon
3474,2311,135,35,283,198,960,408,4,3,4,3pm
3475,2220,125,37,192,116,890,295,4,3,4,9am
3476,2203,128,34,170,99,875,268,4,3,4,Noon
3477,2188,129,31,150,88,860,242,4,3,4,3pm
3478,2164,128,28,108,64,832,192,4,3,4,9am
3479,2126,133,31,85,35,797,134,4,3,4,Noon
3480,2112,135,28,67,25,787,124,4,3,4,3pm
3481,2103,126,24,42,16,779,120,4,3,4,9am
3482,2080,62,8,0,0,765,134,4,4,4,Noon
3483,2289,36,36,192,128,782,595,3,6,4,3pm
3484,2257,102,16,0,0,1050,973,4,6,4,9am
3485,2250,72,17,0,0,1020,990,4,6,4,Noon
3486,1997,45,25,0,0,150,234,4,14,4,3pm
3487,3224,223,8,85,3,3912,2676,7,23,1,9am
3488,2915,36,8,631,31,1379,1100,2,32,3,Noon
3489,2884,233,2,420,86,2045,808,5,31,3,3pm
3490,2946,261,11,541,82,1670,1189,2,31,3,9am
3491,2895,183,14,85,11,247,966,5,33,3,Noon
3492,2861,190,23,90,18,474,1168,5,13,3,3pm
3493,2155,347,9,30,-3,942,847,4,14,4,9am
3494,2231,333,36,182,101,934,474,3,10,4,Noon
3495,2247,331,17,240,135,808,283,3,10,4,3pm
3496,2324,354,13,437,105,696,503,3,6,4,9am
3497,2107,130,19,30,3,1350,895,4,1,4,Noon
3498,2111,321,17,30,7,1351,883,4,17,4,3pm
3499,2107,23,22,30,6,1355,875,4,17,4,9am
3500,2104,328,13,0,0,1358,872,4,17,4,Noon
3501,2096,338,8,0,0,1377,872,4,17,4,3pm
3502,2324,274,21,450,243,1473,1008,3,10,4,9am
3503,2335,68,8,499,256,1423,1001,4,2,4,Noon
3504,2327,96,19,516,33,1398,972,4,2,4,3pm
3505,2315,102,23,499,21,1374,942,4,2,4,9am
3506,2291,157,10,470,-2,1326,883,4,2,4,Noon
3507,2298,240,18,457,4,1302,853,4,2,4,3pm
3508,2341,231,26,430,47,1233,765,4,6,4,9am
3509,2322,127,34,420,28,1167,677,4,3,4,Noon
3510,2289,125,29,404,164,1124,618,4,3,4,3pm
3511,2277,143,22,382,152,1103,589,4,3,4,9am
3512,2275,197,18,361,155,1082,560,4,3,4,Noon
3513,2284,229,24,339,164,1062,532,4,3,4,3pm
3514,2296,234,29,319,176,1041,503,4,3,4,9am
3515,2311,208,23,300,191,1022,474,4,3,4,Noon
3516,2308,150,27,283,195,1003,446,4,3,4,3pm
3517,2293,131,38,268,180,984,418,4,3,4,9am
3518,2207,125,35,170,96,916,309,4,3,4,Noon
3519,2191,127,33,150,87,900,283,4,3,4,3pm
3520,2164,136,30,108,64,872,234,4,3,4,9am
3521,2126,137,32,60,26,836,175,4,3,4,Noon
3522,2094,136,14,30,7,808,150,4,3,4,3pm
3523,2087,79,10,0,0,800,153,4,3,4,9am
3524,2146,273,27,108,43,780,258,3,10,4,Noon
3525,2282,319,28,306,102,816,560,3,10,4,3pm
3526,2283,8,37,180,122,741,484,3,10,4,9am
3527,2323,334,15,301,113,932,845,3,6,4,Noon
3528,2272,95,18,30,9,1110,926,4,6,4,3pm
3529,2263,68,13,0,0,1080,939,4,6,4,9am
3530,2261,31,15,0,0,1050,953,6,6,4,Noon
3531,2086,56,22,0,0,570,626,4,6,4,3pm
3532,2073,76,21,0,0,540,598,4,14,4,9am
3533,2015,93,12,0,0,330,402,4,14,4,Noon
3534,1995,52,22,0,0,120,234,4,14,4,3pm
3535,2872,214,17,319,115,2213,646,5,31,3,9am
3536,2879,198,6,361,127,2154,702,5,31,3,Noon
3537,2888,173,10,42,4,212,981,5,32,3,3pm
3538,2873,152,14,85,18,283,1050,5,33,3,9am
3539,2866,146,14,60,11,319,1082,5,33,3,Noon
3540,2859,165,16,60,4,361,1116,5,13,3,3pm
3541,2851,179,28,60,21,510,1231,5,13,3,9am
3542,2848,170,32,85,25,564,1273,5,13,3,Noon
3543,2842,167,30,90,30,618,1316,5,13,3,3pm
3544,2825,136,32,90,23,674,1360,5,13,3,9am
3545,2414,233,7,391,216,402,780,3,11,4,Noon
3546,2317,1,9,390,98,720,351,3,6,4,3pm
3547,2106,300,15,0,0,1320,918,4,17,4,9am
3548,2128,354,20,60,24,1323,908,3,10,4,Noon
3549,2113,11,17,0,0,1328,902,4,17,4,3pm
3550,2297,294,29,391,222,1476,1006,3,10,4,9am
3551,2324,92,24,541,245,1416,977,4,2,4,Noon
3552,2311,102,25,525,17,1392,947,4,2,4,3pm
3553,2298,107,22,510,4,1368,918,4,2,4,9am
3554,2289,141,10,497,-4,1345,888,4,2,4,Noon
3555,2291,228,18,485,-2,1321,859,4,2,4,3pm
3556,2327,215,26,459,33,1253,771,4,6,4,9am
3557,2333,172,24,454,39,1231,742,4,6,4,Noon
3558,2309,128,32,433,183,1188,684,4,3,4,3pm
3559,2280,124,29,384,155,1146,626,4,3,4,9am
3560,2267,142,23,361,142,1124,598,4,3,4,Noon
3561,2265,194,20,339,140,1104,569,4,3,4,3pm
3562,2273,220,27,319,153,1084,541,4,3,4,9am
3563,2296,194,28,277,176,1045,485,4,3,4,Noon
3564,2294,153,32,258,174,1026,457,4,3,4,3pm
3565,2279,130,39,242,166,1008,430,4,3,4,9am
3566,2255,123,41,228,142,990,402,4,3,4,Noon
3567,2234,121,39,201,121,973,376,4,3,4,3pm
3568,2214,120,37,175,103,957,350,4,3,4,9am
3569,2180,125,33,127,69,927,300,4,3,4,Noon
3570,2138,136,33,67,38,886,234,4,3,4,3pm
3571,2124,137,33,42,24,875,216,4,3,4,9am
3572,2110,138,28,30,10,864,201,4,3,4,Noon
3573,2100,127,19,30,0,854,190,4,3,4,3pm
3574,2090,90,7,30,0,845,182,4,3,4,9am
3575,2091,355,10,0,0,837,180,4,3,4,Noon
3576,2094,4,17,0,0,830,182,4,4,4,3pm
3577,2094,9,17,0,0,824,190,4,4,4,9am
3578,2092,343,13,0,0,819,201,4,4,4,Noon
3579,2275,294,31,150,65,865,716,6,6,4,3pm
3580,2285,57,18,67,22,1124,886,4,6,4,9am
3581,2261,45,27,60,4,990,957,6,5,4,Noon
3582,2233,63,31,85,-7,930,983,6,5,4,3pm
3583,2149,59,21,67,21,750,808,6,5,4,9am
3584,2097,53,26,30,3,570,636,6,5,4,Noon
3585,2049,87,24,0,0,480,552,4,14,4,3pm
3586,2016,352,10,0,0,330,417,4,14,4,9am
3587,3229,30,8,42,5,4057,2656,7,39,1,Noon
3588,3221,90,3,0,0,3967,2698,7,23,1,3pm
3589,3225,110,31,192,102,3010,3268,1,29,1,9am
3590,3146,204,32,247,-33,1994,3596,1,29,1,Noon
3591,2801,106,14,319,50,1761,631,5,31,3,3pm
3592,2878,231,12,361,113,2060,797,5,31,3,9am
3593,2844,153,18,30,4,417,1195,5,33,3,Noon
3594,2829,167,29,60,6,552,1294,5,13,3,3pm
3595,2777,113,22,42,12,750,1448,5,13,3,9am
3596,2328,155,5,395,66,182,495,3,4,4,Noon
3597,2337,267,19,437,75,255,641,3,10,4,3pm
3598,2264,310,15,300,152,845,228,3,10,4,9am
3599,2299,296,23,306,187,808,150,3,10,4,Noon
3600,2330,35,8,360,106,760,108,3,6,4,3pm
3601,2115,163,16,42,5,1293,1008,4,1,4,9am
3602,2104,154,9,30,-1,1290,977,4,17,4,Noon
3603,2122,50,14,0,0,1299,932,4,17,4,3pm
3604,2109,97,15,0,0,1307,930,4,1,4,9am
3605,2146,304,40,85,50,1332,938,3,10,4,Noon
3606,2290,297,25,365,214,1436,1020,3,10,4,3pm
3607,2342,77,18,514,261,1458,1012,4,2,4,9am
3608,2326,86,27,543,241,1434,983,4,2,4,Noon
3609,2295,95,21,537,1,1387,924,4,2,4,3pm
3610,2294,241,23,503,0,1318,837,4,6,4,9am
3611,2306,234,24,495,12,1296,808,4,6,4,Noon
3612,2298,133,30,417,172,1209,693,4,3,4,3pm
3613,2271,122,28,366,145,1167,636,4,3,4,9am
3614,2258,137,24,342,133,1146,607,4,3,4,Noon
3615,2253,183,22,319,128,1126,579,4,3,4,3pm
3616,2260,210,29,297,135,1106,552,4,3,4,9am
3617,2271,207,33,277,151,1087,524,4,3,4,Noon
3618,2273,161,37,234,153,1050,470,4,3,4,3pm
3619,2242,126,38,201,129,1015,417,4,3,4,9am
3620,2169,116,32,108,58,953,319,4,3,4,Noon
3621,2153,123,32,85,42,939,297,4,3,4,3pm
3622,2139,129,31,67,35,926,277,4,3,4,9am
3623,2100,352,23,0,0,874,212,4,4,4,Noon
3624,2100,6,19,0,0,849,228,4,4,4,3pm
3625,2336,18,32,247,175,832,488,3,6,4,9am
3626,2262,308,31,90,52,860,649,3,10,4,Noon
3627,2324,313,21,210,114,924,752,6,5,4,3pm
3628,2280,33,20,67,17,1020,916,6,5,4,9am
3629,2027,102,12,0,0,420,510,4,14,4,Noon
3630,2021,343,13,0,0,360,458,4,14,4,3pm
3631,2838,108,18,424,88,1679,780,5,13,3,9am
3632,2846,203,16,258,89,2230,644,5,33,3,Noon
3633,2852,223,19,277,100,2200,671,5,31,3,3pm
3634,2868,204,9,330,103,2083,780,5,31,3,9am
3635,2885,273,12,331,87,1965,892,2,31,3,Noon
3636,2876,167,8,30,0,182,1048,5,33,3,3pm
3637,2843,130,8,0,0,350,1182,5,33,3,9am
3638,2830,139,13,0,0,430,1237,5,33,3,Noon
3639,2807,146,24,30,5,626,1379,5,13,3,3pm
3640,2361,280,22,430,109,319,696,3,10,4,9am
3641,2158,351,11,0,0,981,738,4,14,4,Noon
3642,2162,322,16,30,9,993,752,3,10,4,3pm
3643,2302,336,31,277,164,984,424,3,10,4,9am
3644,2328,106,8,331,104,785,108,3,6,4,Noon
3645,2326,108,8,335,102,782,134,3,2,4,3pm
3646,2115,164,18,30,5,1273,1073,4,1,4,9am
3647,2116,8,2,30,0,1266,1048,4,1,4,Noon
3648,2110,60,9,0,0,1261,1025,4,17,4,3pm
3649,2106,47,8,0,0,1260,1015,4,17,4,9am
3650,2107,354,7,0,0,1260,1006,4,17,4,Noon
3651,2116,77,16,0,0,1273,960,4,17,4,3pm
3652,2106,52,13,0,0,1277,960,4,17,4,9am
3653,2326,282,25,430,253,1437,1073,3,10,4,Noon
3654,2346,181,10,488,270,1466,1048,4,2,4,3pm
3655,2339,126,21,518,264,1476,1019,4,2,4,9am
3656,2310,101,27,551,152,1429,960,4,2,4,Noon
3657,2296,100,22,537,138,1406,931,4,2,4,3pm
3658,2286,109,13,524,128,1383,902,4,2,4,9am
3659,2290,238,20,497,150,1338,845,4,2,4,Noon
3660,2302,226,22,484,162,1316,816,4,6,4,3pm
3661,2305,160,28,457,169,1273,759,4,3,4,9am
3662,2284,144,29,402,154,1230,702,4,3,4,Noon
3663,2277,135,27,376,151,1209,674,4,3,4,3pm
3664,2263,126,29,350,137,1189,646,4,3,4,9am
3665,2240,171,22,300,115,1149,591,4,3,4,Noon
3666,2244,202,28,277,119,1129,564,4,3,4,3pm
3667,2249,163,37,212,129,1074,484,4,3,4,9am
3668,2242,149,37,192,122,1057,458,4,3,4,Noon
3669,2227,137,35,175,107,1040,433,4,3,4,3pm
3670,2199,116,30,150,86,1008,384,4,3,4,9am
3671,2182,107,30,124,69,994,361,4,3,4,Noon
3672,2164,105,32,95,53,979,339,4,3,4,3pm
3673,2143,110,32,67,32,966,319,4,3,4,9am
3674,2128,117,28,42,17,953,300,4,3,4,Noon
3675,2108,338,16,0,0,920,256,4,4,4,3pm
3676,2166,266,27,95,44,870,361,3,1,4,9am
3677,2340,321,13,272,130,984,752,6,5,4,Noon
3678,2311,22,23,127,48,1149,819,6,5,4,3pm
3679,2034,104,16,0,0,450,551,4,14,4,9am
3680,2027,19,11,0,0,420,525,4,14,4,Noon
3681,2061,46,31,108,66,180,342,3,10,4,3pm
3682,3226,62,12,42,5,3994,2737,7,39,1,9am
3683,2933,301,3,474,49,1392,1245,2,32,3,Noon
3684,2863,231,6,300,98,2106,765,5,31,3,3pm
3685,2865,274,6,300,100,2077,792,5,31,3,9am
3686,2964,289,14,484,8,1579,1273,2,31,3,Noon
3687,3011,208,7,376,27,1205,1653,2,32,3,3pm
3688,2802,150,9,0,0,589,1379,5,13,3,9am
3689,2317,251,10,362,55,268,573,3,10,4,Noon
3690,2164,337,10,0,0,1008,711,4,14,4,3pm
3691,2177,316,22,60,24,1033,741,3,10,4,9am
3692,2275,313,17,350,51,899,212,3,10,4,Noon
3693,2123,141,26,42,12,1259,1142,4,1,4,3pm
3694,2108,155,7,30,-1,1248,1114,4,1,4,9am
3695,2117,327,14,0,0,1239,1087,4,17,4,Noon
3696,2108,340,12,30,2,1230,1034,4,17,4,3pm
3697,2291,118,23,510,133,1425,940,4,2,4,9am
3698,2280,152,31,417,144,1273,741,4,3,4,Noon
3699,2264,146,30,362,134,1231,685,4,3,4,3pm
3700,2231,190,26,258,106,1153,577,4,3,4,9am
3701,2201,140,32,134,81,1050,426,4,3,4,Noon
3702,2189,133,30,124,76,1034,404,4,3,4,3pm
3703,2176,121,29,108,63,1020,382,4,3,4,9am
3704,2160,108,32,85,47,1006,361,4,3,4,Noon
3705,2140,105,32,60,29,993,342,4,3,4,3pm
3706,2111,95,13,0,0,969,309,4,3,4,9am
3707,2122,5,22,0,0,902,309,4,4,4,Noon
3708,2278,18,33,335,117,819,313,3,10,4,3pm
3709,2270,11,33,339,195,812,301,3,10,4,9am
3710,2237,22,33,268,128,810,313,3,10,4,Noon
3711,2233,352,19,108,-32,824,404,3,10,4,3pm
3712,2256,359,19,0,0,864,516,3,10,4,9am
3713,2340,283,9,247,130,990,721,6,5,4,Noon
3714,2317,27,23,134,54,1140,805,6,5,4,3pm
3715,2037,125,19,0,0,481,592,4,3,4,9am
3716,3094,213,13,180,-35,2075,3640,1,29,1,Noon
3717,2953,276,12,446,145,1630,1224,2,31,3,3pm
3718,2290,171,6,300,28,127,301,4,10,4,9am
3719,2168,316,15,0,0,1034,685,4,14,4,Noon
3720,2294,330,31,268,149,1188,660,3,10,4,3pm
3721,2314,321,21,330,171,1068,480,3,10,4,9am
3722,2124,145,19,30,8,1237,1183,4,1,4,Noon
3723,2114,336,19,0,0,1218,1140,4,17,4,3pm
3724,2129,341,27,30,19,1209,1115,4,17,4,9am
3725,2157,43,37,67,32,1206,1024,3,10,4,Noon
3726,2305,132,24,516,142,1448,1006,4,2,4,3pm
3727,2295,127,23,499,132,1465,977,4,2,4,9am
3728,2276,122,13,470,118,1423,920,4,2,4,Noon
3729,2272,161,9,457,114,1401,892,4,2,4,3pm
3730,2273,186,23,430,127,1358,836,4,2,4,9am
3731,2275,174,26,417,135,1337,808,4,3,4,Noon
3732,2263,152,27,390,127,1294,752,4,3,4,3pm
3733,2228,129,23,295,102,1214,644,4,3,4,9am
3734,2214,173,22,242,88,1176,592,4,3,4,Noon
3735,2216,185,27,216,91,1158,566,4,3,4,3pm
3736,2219,175,28,192,94,1140,541,4,3,4,9am
3737,2208,148,30,150,88,1107,492,4,3,4,Noon
3738,2175,147,32,95,55,1061,424,4,3,4,3pm
3739,2165,141,31,85,52,1047,404,4,3,4,9am
3740,2154,126,33,67,41,1033,384,4,3,4,Noon
3741,2118,113,22,30,7,1008,350,4,3,4,3pm
3742,2140,23,35,30,18,932,335,3,10,4,9am
3743,2130,16,22,0,0,930,350,4,10,4,Noon
3744,2320,62,22,258,60,866,324,3,6,4,3pm
3745,2251,12,30,242,-14,840,295,3,10,4,9am
3746,2269,325,25,42,13,902,525,3,10,4,Noon
3747,2316,330,27,150,106,953,631,6,5,4,3pm
3748,2350,347,6,309,87,1087,706,6,6,4,9am
3749,2039,130,17,0,0,514,633,4,3,4,Noon
3750,2080,334,34,85,51,335,488,6,10,4,3pm
3751,2822,82,14,319,72,1786,767,5,31,3,9am
3752,2990,248,3,417,70,404,1537,2,31,3,Noon
3753,2286,189,6,270,24,150,300,4,10,4,3pm
3754,2290,252,12,270,28,170,330,3,10,4,9am
3755,2167,302,9,0,0,1015,644,4,14,4,Noon
3756,2220,326,30,124,67,1114,726,3,10,4,3pm
3757,2302,106,16,379,166,1024,361,3,6,4,9am
3758,2121,162,23,0,0,1224,1240,4,1,4,Noon
3759,2121,334,21,0,0,1194,1181,4,17,4,3pm
3760,2128,331,30,30,17,1189,1167,4,17,4,9am
3761,2192,36,31,108,67,1173,1057,3,10,4,Noon
3762,2297,113,18,492,134,1423,1015,4,2,4,3pm
3763,2287,101,16,474,124,1440,987,4,2,4,9am
3764,2270,53,9,430,112,1421,902,3,2,4,Noon
3765,2206,97,13,228,80,1200,607,4,10,4,3pm
3766,2203,158,15,201,77,1182,582,4,3,4,9am
3767,2200,158,27,150,75,1148,534,4,3,4,Noon
3768,2180,141,34,108,60,1116,488,4,3,4,3pm
3769,2167,145,34,85,47,1101,467,4,3,4,9am
3770,2157,151,33,67,37,1087,446,4,3,4,Noon
3771,2137,140,33,42,24,1060,408,4,3,4,3pm
3772,2123,130,27,30,10,1048,391,4,3,4,9am
3773,2140,333,20,0,0,960,391,4,1,4,Noon
3774,2306,224,25,175,75,979,484,3,6,4,3pm
3775,2317,311,25,134,88,966,591,6,5,4,9am
3776,2332,336,11,190,122,994,646,6,5,4,Noon
3777,2331,305,6,216,121,1008,661,6,5,4,3pm
3778,2338,305,9,268,128,1040,661,6,6,4,9am
3779,2356,332,13,324,93,1110,677,6,6,4,Noon
3780,2039,350,7,0,0,518,649,4,14,4,3pm
3781,2043,330,20,30,4,488,624,6,14,4,9am
3782,2045,46,22,124,67,127,379,6,4,4,Noon
3783,2862,111,22,417,106,1716,912,5,13,3,3pm
3784,2845,108,14,366,91,1752,860,5,13,3,9am
3785,2836,238,17,192,71,2181,732,5,31,3,Noon
3786,2186,300,28,30,19,1053,633,3,10,4,3pm
3787,2255,324,33,190,103,1168,743,3,10,4,9am
3788,2320,316,28,323,171,1231,663,3,10,4,Noon
3789,2297,332,14,277,73,981,218,3,10,4,3pm
3790,2304,331,11,242,80,959,162,3,6,4,9am
3791,2130,172,11,60,2,1348,1299,4,17,4,Noon
3792,2128,190,13,60,-3,1333,1302,4,17,4,3pm
3793,2132,203,17,60,0,1317,1307,4,1,4,9am
3794,2110,163,7,0,0,1195,1266,4,17,4,Noon
3795,2112,236,3,30,-8,1187,1250,4,17,4,3pm
3796,2133,321,28,30,15,1165,1207,4,17,4,9am
3797,2186,331,36,124,80,1140,1100,3,10,4,Noon
3798,2174,11,32,120,49,1154,1080,3,10,4,3pm
3799,2271,13,20,376,113,1400,859,3,10,4,9am
3800,2246,23,24,313,110,1298,726,3,10,4,Noon
3801,2199,82,19,190,73,1207,600,4,10,4,3pm
3802,2187,138,19,134,62,1173,553,4,10,4,9am
3803,2178,131,26,108,53,1158,531,4,3,4,Noon
3804,2165,127,30,85,40,1142,509,4,3,4,3pm
3805,2151,133,31,67,31,1128,488,4,3,4,9am
3806,2131,147,27,30,11,1100,450,4,3,4,Noon
3807,2111,338,7,0,0,1064,402,4,4,4,3pm
3808,2271,23,12,0,0,931,417,4,6,4,9am
3809,2357,318,13,362,147,1116,641,6,6,4,Noon
3810,2047,326,17,30,8,524,666,6,14,4,3pm
3811,2065,313,28,67,26,466,618,6,10,4,9am
3812,2054,243,33,124,56,295,458,3,5,4,Noon
3813,2132,254,32,242,134,408,531,3,5,4,3pm
3814,3226,55,19,67,10,3930,2871,7,39,1,9am
3815,3219,62,17,42,9,3900,2885,7,39,1,Noon
3816,3153,121,12,42,7,2941,3441,1,22,1,3pm
3817,2947,351,23,240,134,270,808,2,30,1,9am
3818,2812,224,22,108,51,2266,680,5,13,3,Noon
3819,2822,222,16,127,57,2236,703,5,13,3,3pm
3820,2317,116,11,228,55,95,162,3,11,4,9am
3821,2310,103,16,218,48,108,190,3,11,4,Noon
3822,2285,106,7,210,23,175,277,4,10,4,3pm
3823,2313,207,8,210,51,277,424,3,2,4,9am
3824,2297,323,36,256,147,1224,755,3,10,4,Noon
3825,2148,146,21,30,6,1231,1233,4,1,4,3pm
3826,2142,157,17,0,0,1249,1263,4,1,4,9am
3827,2143,203,24,0,0,1284,1323,4,1,4,Noon
3828,2153,208,32,30,10,1302,1321,4,1,4,3pm
3829,2129,142,5,30,1,1357,1323,4,17,4,9am
3830,2126,333,4,30,-6,1307,1332,4,17,4,Noon
3831,2136,236,17,60,0,1262,1347,4,1,4,3pm
3832,2126,128,20,30,7,1198,1340,4,1,4,9am
3833,2111,111,6,0,0,1177,1307,4,17,4,Noon
3834,2114,326,5,30,0,1167,1291,4,17,4,3pm
3835,2119,303,19,60,-1,1150,1262,4,17,4,9am
3836,2180,40,27,120,59,1114,1177,3,10,4,Noon
3837,2191,7,29,150,66,1124,1110,3,10,4,3pm
3838,2213,341,34,192,97,1158,1116,3,10,4,9am
3839,2240,333,34,255,140,1187,1130,3,10,4,Noon
3840,2249,334,33,277,147,1198,1136,3,10,4,3pm
3841,2256,44,19,277,120,1302,716,4,10,4,9am
3842,2248,64,20,255,112,1284,691,4,10,4,Noon
3843,2160,105,27,67,35,1168,531,4,10,4,3pm
3844,2143,110,28,42,18,1154,511,4,3,4,9am
3845,2129,121,22,30,9,1140,492,4,3,4,Noon
3846,2120,127,12,0,0,1127,474,4,3,4,3pm
3847,2118,62,6,0,0,1115,458,4,3,4,9am
3848,2116,353,13,0,0,1103,443,4,4,4,Noon
3849,2166,320,18,0,0,1020,458,4,10,4,3pm
3850,2275,315,12,30,4,968,430,4,16,4,9am
3851,2083,21,28,228,115,234,470,6,10,4,Noon
3852,2156,185,13,330,158,467,616,3,2,4,3pm
3853,3167,143,5,60,0,3120,3346,1,23,1,9am
3854,2284,114,6,180,22,192,285,4,10,4,Noon
3855,2327,326,35,295,177,1266,730,3,10,4,3pm
3856,2315,346,4,212,91,1025,216,3,6,4,9am
3857,2148,121,18,30,6,1240,1206,4,1,4,Noon
3858,2142,133,12,0,0,1256,1236,4,1,4,3pm
3859,2140,135,5,0,0,1273,1266,4,17,4,9am
3860,2138,124,3,30,-3,1290,1296,4,17,4,Noon
3861,2135,182,8,0,0,1308,1325,4,17,4,3pm
3862,2136,203,20,0,0,1326,1351,4,17,4,9am
3863,2128,342,9,0,0,1332,1353,4,17,4,Noon
3864,2132,353,15,0,0,1282,1362,4,17,4,3pm
3865,2137,13,12,0,0,1266,1366,4,17,4,9am
3866,2130,38,5,30,-6,1250,1371,4,17,4,Noon
3867,2133,233,9,30,0,1235,1377,4,17,4,3pm
3868,2111,238,3,0,0,1148,1333,4,17,4,9am
3869,2118,299,9,30,7,1138,1317,4,17,4,Noon
3870,2118,317,11,60,4,1129,1302,4,17,4,3pm
3871,2126,296,21,85,16,1121,1288,4,17,4,9am
3872,2223,343,37,190,98,1113,1142,3,10,4,Noon
3873,2299,325,20,497,224,1282,1159,3,10,4,3pm
3874,2304,20,19,350,141,1423,939,3,10,4,9am
3875,2278,58,17,268,132,1364,782,4,10,4,Noon
3876,2235,113,23,212,99,1290,684,4,3,4,3pm
3877,2195,98,22,134,69,1240,616,4,3,4,9am
3878,2187,107,22,108,61,1224,594,4,3,4,Noon
3879,2140,109,28,30,15,1181,534,4,3,4,3pm
3880,2125,109,17,0,0,1167,516,4,3,4,9am
3881,2127,334,24,30,9,1131,470,3,4,4,Noon
3882,2326,30,22,234,24,960,153,3,6,4,3pm
3883,2319,37,22,212,17,960,162,3,6,4,9am
3884,2280,53,12,0,0,990,390,4,6,4,Noon
3885,2279,306,9,30,5,997,418,4,16,4,3pm
3886,2059,322,17,0,0,569,726,4,14,4,9am
3887,3209,62,18,42,9,3840,2967,7,39,1,Noon
3888,2829,98,13,295,73,1842,882,5,13,3,3pm
3889,2793,232,25,67,28,2260,721,5,13,3,9am
3890,2985,239,8,319,49,319,1418,2,32,3,Noon
3891,2295,159,18,153,41,339,466,3,4,4,3pm
3892,2175,336,11,0,0,1033,525,4,14,4,9am
3893,2351,27,14,418,192,1260,618,3,6,4,Noon
3894,2157,190,19,0,0,1075,824,4,17,4,3pm
3895,2160,199,24,0,0,1087,853,4,17,4,9am
3896,2169,197,31,0,0,1100,883,4,1,4,Noon
3897,2145,103,13,0,0,1266,1209,4,1,4,3pm
3898,2139,354,9,30,-2,1298,1269,4,17,4,9am
3899,2133,240,9,30,-2,1368,1380,4,17,4,Noon
3900,2135,347,17,0,0,1326,1381,4,17,4,3pm
3901,2139,341,25,0,0,1308,1383,4,17,4,9am
3902,2133,42,17,0,0,1224,1401,4,17,4,Noon
3903,2130,45,5,0,0,1209,1406,4,17,4,3pm
